"DescripcionComercial","AnnioCorte","MesFactura","FormaFarmaceutica","CUMCodATC.x","PrincipioActivo","ViaAdministracion","PrecioMinimoUnitario","PrecioMaximoUnitario","ValorTotalFacturado","TotalUnidadesFacturadas","titular","CUMCodATC.y","descripcionatc"
"FINCLER","2022","11","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO EQUIVALENTE A FINGOLIMOD","ORAL",212627,212627,11907112,56,"BIOSPIFAR S.A.","L04AA27","FINGOLIMOD"
"FINCLER","2022","12","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO EQUIVALENTE A FINGOLIMOD","ORAL",1300000,1300000,1300000,1,"BIOSPIFAR S.A.","L04AA27","FINGOLIMOD"
"FINCLER","2022","12","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO EQUIVALENTE A FINGOLIMOD","ORAL",1300000,1300000,1300000,1,"BIOSPIFAR S.A.","L04AA27","FINGOLIMOD"
"FINCLER","2022","12","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO EQUIVALENTE A FINGOLIMOD","ORAL",1300000,1300000,1300000,1,"BIOSPIFAR S.A.","L04AA27","FINGOLIMOD"
"FINCLER","2022","12","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO EQUIVALENTE A FINGOLIMOD","ORAL",1300000,1300000,1300000,1,"BIOSPIFAR S.A.","L04AA27","FINGOLIMOD"
"FINCLER","2023","1","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO EQUIVALENTE A FINGOLIMOD","ORAL",1300000,1300000,3900000,3,"BIOSPIFAR S.A.","L04AA27","FINGOLIMOD"
"FINCLER","2023","1","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO EQUIVALENTE A FINGOLIMOD","ORAL",1300000,1300000,3900000,3,"BIOSPIFAR S.A.","L04AA27","FINGOLIMOD"
"FINCLER","2023","1","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO EQUIVALENTE A FINGOLIMOD","ORAL",212628,212628,11907168,56,"BIOSPIFAR S.A.","L04AA27","FINGOLIMOD"
"FINCLER","2023","1","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO EQUIVALENTE A FINGOLIMOD","ORAL",212628,212628,11907168,56,"BIOSPIFAR S.A.","L04AA27","FINGOLIMOD"
"FINCLER","2023","2","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO EQUIVALENTE A FINGOLIMOD","ORAL",1300000,1300000,2600000,2,"BIOSPIFAR S.A.","L04AA27","FINGOLIMOD"
"FINCLER","2023","2","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO EQUIVALENTE A FINGOLIMOD","ORAL",1300000,1300000,2600000,2,"BIOSPIFAR S.A.","L04AA27","FINGOLIMOD"
"FINCLER","2023","5","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO EQUIVALENTE A FINGOLIMOD","ORAL",9e+05,1300000,4400000,4,"BIOSPIFAR S.A.","L04AA27","FINGOLIMOD"
"FINCLER","2023","5","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO EQUIVALENTE A FINGOLIMOD","ORAL",9e+05,1300000,4400000,4,"BIOSPIFAR S.A.","L04AA27","FINGOLIMOD"
"FINCLER","2023","6","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO EQUIVALENTE A FINGOLIMOD","ORAL",670000,1e+06,9700000,13,"BIOSPIFAR S.A.","L04AA27","FINGOLIMOD"
"FINCLER","2023","6","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO EQUIVALENTE A FINGOLIMOD","ORAL",670000,1e+06,9700000,13,"BIOSPIFAR S.A.","L04AA27","FINGOLIMOD"
"FINCLER","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO EQUIVALENTE A FINGOLIMOD","ORAL",670000,670000,6700000,10,"BIOSPIFAR S.A.","L04AA27","FINGOLIMOD"
"FINCLER","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO EQUIVALENTE A FINGOLIMOD","ORAL",670000,670000,6700000,10,"BIOSPIFAR S.A.","L04AA27","FINGOLIMOD"
"FINCLER","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO EQUIVALENTE A FINGOLIMOD","ORAL",33600,33600,4704000,140,"BIOSPIFAR S.A.","L04AA27","FINGOLIMOD"
"FINCLER","2023","7","CAPSULA DURA","L04AA27","FINGOLIMOD CLORHIDRATO EQUIVALENTE A FINGOLIMOD","ORAL",33600,33600,4704000,140,"BIOSPIFAR S.A.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,2077973600,486,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,2077973600,486,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,2077973600,486,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,2077973600,486,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,2077973600,486,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,2077973600,486,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,2077973600,486,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,2077973600,486,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,2077973600,486,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,2077973600,486,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,2077973600,486,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,2077973600,486,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,2800000,72800000,26,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,2800000,72800000,26,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,2800000,72800000,26,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,2800000,72800000,26,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,2800000,72800000,26,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,2800000,72800000,26,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,2800000,72800000,26,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,2800000,72800000,26,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,2800000,72800000,26,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,2800000,72800000,26,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,2800000,72800000,26,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,2800000,72800000,26,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113214,184950,654523600,5320,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113214,184950,654523600,5320,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113214,184950,654523600,5320,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113214,184950,654523600,5320,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113214,184950,654523600,5320,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113214,184950,654523600,5320,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113214,184950,654523600,5320,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113214,184950,654523600,5320,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113214,184950,654523600,5320,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113214,184950,654523600,5320,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113214,184950,654523600,5320,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113214,184950,654523600,5320,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,61178600,21,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,61178600,21,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,61178600,21,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,61178600,21,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,61178600,21,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,61178600,21,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,61178600,21,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,61178600,21,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,61178600,21,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,61178600,21,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,61178600,21,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2800000,5178600,61178600,21,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113916,10884335,17110022098.96,3500,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113916,10884335,17110022098.96,3500,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113916,10884335,17110022098.96,3500,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113916,10884335,17110022098.96,3500,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113916,10884335,17110022098.96,3500,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113916,10884335,17110022098.96,3500,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113916,10884335,17110022098.96,3500,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113916,10884335,17110022098.96,3500,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113916,10884335,17110022098.96,3500,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113916,10884335,17110022098.96,3500,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113916,10884335,17110022098.96,3500,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",113916,10884335,17110022098.96,3500,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",209067,209067,84672135,405,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",209067,209067,84672135,405,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",209067,209067,84672135,405,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",209067,209067,84672135,405,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",209067,209067,84672135,405,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",209067,209067,84672135,405,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",209067,209067,84672135,405,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",209067,209067,84672135,405,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",209067,209067,84672135,405,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",209067,209067,84672135,405,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",209067,209067,84672135,405,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",209067,209067,84672135,405,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",46063,215405,1090348644,5852,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",46063,215405,1090348644,5852,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",46063,215405,1090348644,5852,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",46063,215405,1090348644,5852,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",46063,215405,1090348644,5852,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",46063,215405,1090348644,5852,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",46063,215405,1090348644,5852,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",46063,215405,1090348644,5852,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",46063,215405,1090348644,5852,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",46063,215405,1090348644,5852,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",46063,215405,1090348644,5852,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",46063,215405,1090348644,5852,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2424,209412,146902036,952,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2424,209412,146902036,952,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2424,209412,146902036,952,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2424,209412,146902036,952,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2424,209412,146902036,952,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2424,209412,146902036,952,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2424,209412,146902036,952,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2424,209412,146902036,952,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2424,209412,146902036,952,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2424,209412,146902036,952,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2424,209412,146902036,952,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
"GILENYA","2022","7","CAPSULA DURA","L04AA27","FINGOLIMOD HCL 0,56 MG EQUIVALENTE A FINGOLIMOB","ORAL",2424,209412,146902036,952,"NOVARTIS PHARMA A.G.","L04AA27","FINGOLIMOD"
